Entry	Status	Gene ontology (biological process)
M9PHF1	unreviewed	cellular response to amino acid starvation [GO:0034198]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; Golgi organization [GO:0007030]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein localization to endoplasmic reticulum exit site [GO:0070973]; regulation of COPII vesicle coating [GO:0003400]
P29327	reviewed	cytoplasmic translation [GO:0002181]; immune response [GO:0006955]
P41093	reviewed	cytoplasmic translation [GO:0002181]
Q24106	reviewed	antennal morphogenesis [GO:0048800]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; cell death [GO:0008219]; cellular response to gamma radiation [GO:0071480]; cellular response to starvation [GO:0009267]; compound eye retinal cell programmed cell death [GO:0046667]; dendrite morphogenesis [GO:0048813]; ecdysone-mediated induction of salivary gland cell autophagic cell death [GO:0035072]; entrainment of circadian clock by photoperiod [GO:0043153]; head involution [GO:0008258]; instar larval or pupal development [GO:0002165]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; larval midgut cell programmed cell death [GO:0035096]; open tracheal system development [GO:0007424]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cellular response to X-ray [GO:2000685]; positive regulation of cysteine-type endopeptidase activity [GO:2001056]; positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:2001272]; positive regulation of macroautophagy [GO:0016239]; programmed cell death [GO:0012501]; regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043281]; regulation of organ growth [GO:0046620]; regulation of retinal cell programmed cell death [GO:0046668]; response to red light [GO:0010114]; salivary gland cell autophagic cell death [GO:0035071]; sex differentiation [GO:0007548]
Q5BHZ4	unreviewed	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
Q8SZ38	unreviewed	
Q8SZ49	unreviewed	
Q95R98	unreviewed	protein demethylation [GO:0006482]
Q9V597	reviewed	cytoplasmic translation [GO:0002181]
Q9VHS8	reviewed	chromatin organization [GO:0006325]; exon-exon junction complex assembly [GO:1903040]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; pole plasm oskar mRNA localization [GO:0045451]; positive regulation of gene expression [GO:0010628]; RNA splicing [GO:0008380]
Q9VIF6	unreviewed	
Q9VNE9	reviewed	chaeta morphogenesis [GO:0008407]; cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]; Notch signaling pathway [GO:0007219]
Q9VNZ4	unreviewed	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9VTY7	unreviewed	
Q9W0G4	unreviewed	heme biosynthetic process [GO:0006783]; peptidyl-pyrromethane cofactor linkage [GO:0018160]
Q9W1S6	unreviewed	
Q9W531	unreviewed	
A1ZA98	unreviewed	behavioral response to ethanol [GO:0048149]; juvenile hormone catabolic process [GO:0006719]; male mating behavior [GO:0060179]
A1ZAA5	unreviewed	aspartate biosynthetic process [GO:0006532]; aspartate metabolic process [GO:0006531]; glutamate biosynthetic process [GO:0006537]
A1ZAC0	unreviewed	ion transport [GO:0006811]; iron ion homeostasis [GO:0055072]
P21461	reviewed	enteroendocrine cell differentiation [GO:0035883]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; R7 cell fate commitment [GO:0007465]; regulation of R7 cell differentiation [GO:0045676]; sensory organ development [GO:0007423]; sevenless signaling pathway [GO:0045500]; ubiquitin-dependent protein catabolic process [GO:0006511]; visual perception [GO:0007601]
O76899	unreviewed	establishment of glial blood-brain barrier [GO:0060857]; liquid clearance, open tracheal system [GO:0035002]; open tracheal system development [GO:0007424]; regulation of tube size, open tracheal system [GO:0035151]; septate junction assembly [GO:0019991]
Q0E8C8	reviewed	melanin biosynthetic process [GO:0042438]; negative regulation of endopeptidase activity [GO:0010951]; negative regulation of melanization defense response [GO:0035009]; negative regulation of proteolysis [GO:0045861]
Q9V4U7	reviewed	
A0A0B4K7J2	reviewed	juvenile hormone mediated signaling pathway [GO:0035626]; mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of cell proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of RNA export from nucleus [GO:0046833]; protein import into nucleus [GO:0006606]; regulation of cellular protein localization [GO:1903827]; ventral cord development [GO:0007419]
Q9VI27	unreviewed	
Q9VJZ8	unreviewed	proteolysis [GO:0006508]
A1ZAC4	unreviewed	negative regulation of oskar mRNA translation [GO:0007319]; oocyte dorsal/ventral axis specification [GO:0007310]; oocyte karyosome formation [GO:0030717]
Q8IPW6	unreviewed	regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q9VFP2	reviewed	establishment of ommatidial planar polarity [GO:0042067]; eye development [GO:0001654]; eye morphogenesis [GO:0048592]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of apoptotic process [GO:0043065]; positive regulation of JNK cascade [GO:0046330]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein destabilization [GO:0031648]; protein polyubiquitination involved in nucleus-associated proteasomal ubiquitin-dependent protein catabolic process [GO:1901044]; protein ubiquitination [GO:0016567]; regulation of proteolysis [GO:0030162]; segment polarity determination [GO:0007367]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9VYA9	unreviewed	negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9W3Y7	unreviewed	microtubule-based movement [GO:0007018]; pole plasm oskar mRNA localization [GO:0045451]; regulation of microtubule-based movement [GO:0060632]
A1ZAC7	unreviewed	Golgi to plasma membrane transport [GO:0006893]
Q9VA54	unreviewed	modulation of chemical synaptic transmission [GO:0050804]; positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
A1ZAC8	unreviewed	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
H1UUJ7	unreviewed	
O76865	unreviewed	CMP-N-acetylneuraminate transmembrane transport [GO:0015782]; galactose transmembrane transport [GO:0015757]; UDP-galactose transmembrane transport [GO:0072334]; UDP-glucuronic acid transmembrane transport [GO:0015787]; UDP-N-acetylgalactosamine transmembrane transport [GO:0015789]; UDP-xylose transmembrane transport [GO:0015790]
O76927	reviewed	cytoplasmic translation [GO:0002181]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000461]; lymph gland development [GO:0048542]; regulation of cell proliferation [GO:0042127]; regulation of translation [GO:0006417]
P09491	reviewed	actin filament organization [GO:0007015]; heart development [GO:0007507]; positive regulation of sarcomere organization [GO:0060298]
P09956	reviewed	ommochrome biosynthetic process [GO:0006727]; positive regulation of chromatin silencing [GO:0031937]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]
P48159	reviewed	cytoplasmic translation [GO:0002181]
Q7JUN9	unreviewed	
Q7JWN2	unreviewed	
Q7K3V6	unreviewed	mitochondrial translational elongation [GO:0070125]; translational elongation [GO:0006414]
Q8INT9	unreviewed	
Q8MYV9	unreviewed	
Q8SX83	reviewed	axon guidance [GO:0007411]; compound eye development [GO:0048749]; defense response to fungus [GO:0050832]; epidermal growth factor receptor signaling pathway [GO:0007173]; establishment of thoracic bristle planar orientation [GO:0048106]; glial cell fate determination [GO:0007403]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; maintenance of imaginal disc-derived wing hair orientation [GO:0035321]; neuroblast fate determination [GO:0007400]; peripheral nervous system development [GO:0007422]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; regulation of transcription, DNA-templated [GO:0006355]; segment specification [GO:0007379]; transcription, DNA-templated [GO:0006351]; wing disc pattern formation [GO:0035222]
Q9U5L1	reviewed	axonogenesis [GO:0007409]; protein targeting to ER [GO:0045047]; regulation of protein secretion [GO:0050708]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q9V7D2	reviewed	ATP hydrolysis coupled proton transport [GO:0015991]
Q9VEC3	reviewed	chromatin remodeling [GO:0006338]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q9VI04	unreviewed	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; beta-alanine biosynthetic process via 3-ureidopropionate [GO:0033396]; beta-alanine metabolic process [GO:0019482]; pyrimidine nucleobase catabolic process [GO:0006208]
Q9VL73	unreviewed	regulation of translational initiation [GO:0006446]
Q9VNB0	unreviewed	neuropeptide signaling pathway [GO:0007218]; positive regulation of peptidase activity [GO:0010952]; positive regulation of proteolysis [GO:0045862]
Q9VNN7	unreviewed	
Q9VSK1	unreviewed	
Q9VV29	unreviewed	
Q9VVK7	unreviewed	carbohydrate metabolic process [GO:0005975]; defense response to Gram-negative bacterium [GO:0050829]; multicellular organism reproduction [GO:0032504]
Q9VXA7	unreviewed	
Q9VYT7	unreviewed	
Q9W125	unreviewed	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]
Q9W1J9	unreviewed	
Q9W1Q0	unreviewed	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9W246	unreviewed	
Q9W3W8	reviewed	cytoplasmic translation [GO:0002181]
Q9W510	unreviewed	
Q9XZT6	reviewed	DNA biosynthetic process [GO:0071897]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleotide phosphorylation [GO:0046939]; phosphorylation [GO:0016310]; TMP biosynthetic process [GO:0006230]
A1ZAD2	unreviewed	
P48588	reviewed	cytoplasmic translation [GO:0002181]
C0HL67	reviewed	DNA replication-independent nucleosome assembly [GO:0006336]; male meiotic nuclear division [GO:0007140]; nucleosome assembly [GO:0006334]
C0HL66	reviewed	DNA replication-independent nucleosome assembly [GO:0006336]; male meiotic nuclear division [GO:0007140]
Q8IP68	unreviewed	
A1ZAG1	unreviewed	
Q9VQD8	unreviewed	Arp2/3 complex-mediated actin nucleation [GO:0034314]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; regulation of actin filament polymerization [GO:0030833]
A1ZAG7	unreviewed	
Q9VRG8	unreviewed	ameboidal-type cell migration [GO:0001667]; carboxylic acid metabolic process [GO:0019752]; sphingolipid catabolic process [GO:0030149]; sphingolipid metabolic process [GO:0006665]
A1ZAH1	unreviewed	ATP synthesis coupled proton transport [GO:0015986]; Nebenkern assembly [GO:0007287]
Q86BA5	unreviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; regulation of post-mating oviposition [GO:0048042]
Q9I7K5	reviewed	dorsal/ventral pattern formation [GO:0009953]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; lipid droplet organization [GO:0034389]; regulation of post-mating oviposition [GO:0048042]; wing disc development [GO:0035220]; Wnt protein secretion [GO:0061355]
Q9W077	unreviewed	chitin-based cuticle development [GO:0040003]
A1ZAH3	unreviewed	eye development [GO:0001654]; locomotion [GO:0040011]; regulation of synaptic growth at neuromuscular junction [GO:0008582]; rhabdomere development [GO:0042052]
Q9VHT6	unreviewed	
A1ZAH6	unreviewed	mesoderm development [GO:0007498]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; protein phosphorylation [GO:0006468]
A1ZAI3	reviewed	lipid metabolic process [GO:0006629]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; wax biosynthetic process [GO:0010025]
A1ZAI5	reviewed	ether lipid biosynthetic process [GO:0008611]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; wax biosynthetic process [GO:0010025]
Q8IP97	unreviewed	nervous system development [GO:0007399]; peroxisome organization [GO:0007031]
A1ZAI8	unreviewed	
Q7KS72	unreviewed	antennal morphogenesis [GO:0048800]; chaeta development [GO:0022416]; elongation of arista core [GO:0035015]; imaginal disc-derived leg morphogenesis [GO:0007480]; leg disc development [GO:0035218]; mesodermal cell fate specification [GO:0007501]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of transcription, DNA-templated [GO:0045893]
