Entry	Status	Gene ontology (molecular function)
P70288	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; deacetylase activity [GO:0019213]; DNA-binding transcription factor activity [GO:0003700]; enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; histone deacetylase activity [GO:0004407]; histone deacetylase activity (H4-K16 specific) [GO:0034739]; histone deacetylase binding [GO:0042826]; Krueppel-associated box domain binding [GO:0035851]; NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041]; NF-kappaB binding [GO:0051059]; promoter-specific chromatin binding [GO:1990841]; protein deacetylase activity [GO:0033558]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; RNA polymerase II transcription corepressor binding [GO:0001226]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
Q99N13	reviewed	histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; protein deacetylase activity [GO:0033558]; protein kinase C binding [GO:0005080]; repressing transcription factor binding [GO:0070491]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
O88898	reviewed	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; protein domain specific binding [GO:0019904]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]; WW domain binding [GO:0050699]
P02340	reviewed	ATP binding [GO:0005524]; chaperone binding [GO:0051087]; chromatin binding [GO:0003682]; copper ion binding [GO:0005507]; core promoter sequence-specific DNA binding [GO:0001046]; disordered domain specific binding [GO:0097718]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enzyme binding [GO:0019899]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; histone deacetylase regulator activity [GO:0035033]; identical protein binding [GO:0042802]; MDM2/MDM4 family protein binding [GO:0097371]; mRNA 3'-UTR binding [GO:0003730]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protease binding [GO:0002020]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase binding [GO:0019903]; protein self-association [GO:0043621]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; receptor tyrosine kinase binding [GO:0030971]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; TFIID-class transcription factor complex binding [GO:0001094]; transcription cofactor binding [GO:0001221]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding involved in preinitiation complex assembly [GO:0001074]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; ubiquitin protein ligase binding [GO:0031625]
Q9JJP2	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
O89033	reviewed	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; kinase binding [GO:0019900]
Q61881	reviewed	ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; single-stranded DNA binding [GO:0003697]
P00493	reviewed	guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; protein homodimerization activity [GO:0042803]
Q06507	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; leucine zipper domain binding [GO:0043522]; protein C-terminus binding [GO:0008022]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P45481	reviewed	acetyltransferase activity [GO:0016407]; activating transcription factor binding [GO:0033613]; cAMP response element binding protein binding [GO:0008140]; chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; disordered domain specific binding [GO:0097718]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; histone acetyltransferase activity [GO:0004402]; MRF binding [GO:0043426]; p53 binding [GO:0002039]; peroxisome proliferator activated receptor binding [GO:0042975]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]; SMAD binding [GO:0046332]; TFIIB-class transcription factor binding [GO:0001093]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]
Q60520	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein-containing complex binding [GO:0044877]; protein deacetylase activity [GO:0033558]; RNA binding [GO:0003723]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q9Z1E3	reviewed	enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; NF-kappaB binding [GO:0051059]; nuclear localization sequence binding [GO:0008139]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]
Q9Z2U2	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P28574	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; E-box binding [GO:0070888]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding [GO:0000983]
Q9JHE6	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
P42227	reviewed	CCR5 chemokine receptor binding [GO:0031730]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; glucocorticoid receptor binding [GO:0035259]; identical protein binding [GO:0042802]; nuclear receptor activity [GO:0004879]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P54841	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription factor binding [GO:0008134]
P06537	reviewed	chromatin binding [GO:0003682]; core promoter binding [GO:0001047]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; glucocorticoid receptor activity [GO:0004883]; heat shock protein binding [GO:0031072]; hormone binding [GO:0042562]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; nuclear receptor activity [GO:0004879]; protein-containing complex binding [GO:0044877]; protein dimerization activity [GO:0046983]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; receptor tyrosine kinase binding [GO:0030971]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region DNA binding [GO:0001012]; RNA polymerase II transcription factor activity, glucocorticoid-activated sequence-specific DNA binding [GO:0038050]; sequence-specific DNA binding [GO:0043565]; steroid binding [GO:0005496]; steroid hormone binding [GO:1990239]; SUMO binding [GO:0032183]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]
P22605	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; drug binding [GO:0008144]; nuclear receptor transcription coactivator activity [GO:0030374]; protein-containing complex binding [GO:0044877]; retinoic acid receptor activity [GO:0003708]; retinoid X receptor binding [GO:0046965]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
