Entry	Status	Gene ontology (molecular function)
P32264	reviewed	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]
Q08749	reviewed	
P05626	reviewed	proton transmembrane transporter activity [GO:0015078]
P08964	reviewed	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; microfilament motor activity [GO:0000146]
P16474	reviewed	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]
P53954	reviewed	alpha-1,2-mannosyltransferase activity [GO:0000026]; GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]
Q07896	reviewed	chromatin binding [GO:0003682]
P05694	reviewed	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]
P05738	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P05739	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P05740	reviewed	structural constituent of ribosome [GO:0003735]
P0CX29	reviewed	structural constituent of ribosome [GO:0003735]
P05743	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P05749	reviewed	structural constituent of ribosome [GO:0003735]
P05750	reviewed	damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; oxidized purine DNA binding [GO:0032357]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; protein kinase A catalytic subunit binding [GO:0034236]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P34078	reviewed	
Q05905	reviewed	
P05755	reviewed	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
P05759	reviewed	metal ion binding [GO:0046872]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
P14736	reviewed	damaged DNA binding [GO:0003684]; single-strand break-containing DNA binding [GO:1990165]; single-stranded DNA binding [GO:0003697]
P32628	reviewed	damaged DNA binding [GO:0003684]; polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome binding [GO:0070628]; protein binding, bridging [GO:0030674]; ubiquitin binding [GO:0043130]
P42835	reviewed	cellulase activity [GO:0008810]
P05986	reviewed	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]
P07278	reviewed	3',5'-cyclic-GMP phosphodiesterase activity [GO:0047555]; cAMP binding [GO:0030552]; cAMP-dependent protein kinase inhibitor activity [GO:0004862]; cAMP-dependent protein kinase regulator activity [GO:0008603]; identical protein binding [GO:0042802]
P06100	reviewed	
P06102	reviewed	
P13517	reviewed	actin filament binding [GO:0051015]
P25644	reviewed	chromatin binding [GO:0003682]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
P25655	reviewed	ATPase activator activity [GO:0001671]
P34226	reviewed	enzyme activator activity [GO:0008047]
P34909	reviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; ubiquitin-protein transferase activity [GO:0004842]
P53829	reviewed	
Q12138	reviewed	
P16522	reviewed	cyclin binding [GO:0030332]
P19524	reviewed	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]
P22209	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P25604	reviewed	ubiquitin binding [GO:0043130]
P31384	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]
P32445	reviewed	single-stranded DNA binding [GO:0003697]
P32618	reviewed	
P33297	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]
P33420	reviewed	microtubule binding [GO:0008017]; motor activity [GO:0003774]
P33891	reviewed	
P34761	reviewed	mRNA binding [GO:0003729]; snRNA stem-loop binding [GO:0035614]; U1 snRNA binding [GO:0030619]
P36118	reviewed	
P36162	reviewed	microtubule plus-end binding [GO:0051010]
P38313	reviewed	
P38800	reviewed	intermembrane sterol transfer activity [GO:0120015]; sterol binding [GO:0032934]
P38873	reviewed	protein binding, bridging [GO:0030674]; ubiquitin binding [GO:0043130]
P39008	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]
P39723	reviewed	structural constituent of cytoskeleton [GO:0005200]
P39929	reviewed	identical protein binding [GO:0042802]
P40005	reviewed	protein binding involved in protein folding [GO:0044183]; tubulin binding [GO:0015631]; unfolded protein binding [GO:0051082]
P40061	reviewed	enzyme activator activity [GO:0008047]; guanyl-nucleotide exchange factor activity [GO:0005085]
P40957	reviewed	
P43573	reviewed	
P47024	reviewed	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
P47048	reviewed	
P52553	reviewed	chaperone binding [GO:0051087]; tubulin binding [GO:0015631]; unfolded protein binding [GO:0051082]
P53865	reviewed	structural constituent of cytoskeleton [GO:0005200]
P53935	reviewed	
Q04924	reviewed	
Q06116	reviewed	
Q06568	reviewed	microtubule plus-end binding [GO:0051010]
Q06629	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]
Q07655	reviewed	mRNA binding [GO:0003729]; snRNA stem-loop binding [GO:0035614]; U1 snRNA binding [GO:0030619]
Q07978	reviewed	
Q08964	reviewed	
Q12234	reviewed	GTPase binding [GO:0051020]
Q99316	reviewed	protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]
P06103	reviewed	translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
Q04067	reviewed	translation initiation factor activity [GO:0003743]
P06104	reviewed	ATP binding [GO:0005524]; proteasome binding [GO:0070628]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
P10862	reviewed	metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; single-stranded DNA-dependent ATPase activity [GO:0043142]; ubiquitin protein ligase activity [GO:0061630]
P32773	reviewed	RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; TBP-class protein binding [GO:0017025]; transcription coregulator activity [GO:0003712]
P32803	reviewed	
P36058	reviewed	
Q07963	reviewed	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q08237	reviewed	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]
P06105	reviewed	G-protein alpha-subunit binding [GO:0001965]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
P08539	reviewed	G-protein beta/gamma-subunit complex binding [GO:0031683]; G-protein beta-subunit binding [GO:0031681]; G protein-coupled receptor binding [GO:0001664]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]
P06106	reviewed	cysteine synthase activity [GO:0004124]; O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961]; pyridoxal phosphate binding [GO:0030170]
P06115	reviewed	catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
P06169	reviewed	branched-chain-2-oxoacid decarboxylase activity [GO:0047433]; carboxy-lyase activity [GO:0016831]; indolepyruvate decarboxylase activity [GO:0047434]; magnesium ion binding [GO:0000287]; phenylpyruvate decarboxylase activity [GO:0050177]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]
P06174	reviewed	uroporphyrinogen-III synthase activity [GO:0004852]
P06197	reviewed	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity [GO:0003881]
P24280	reviewed	phosphatidylcholine transporter activity [GO:0008525]; phosphatidylinositol transporter activity [GO:0008526]
P25087	reviewed	sterol 24-C-methyltransferase activity [GO:0003838]
P26570	reviewed	cofactor binding [GO:0048037]; magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
P32500	reviewed	structural constituent of nuclear pore [GO:0017056]
P35196	reviewed	dehydrodolichyl diphosphate synthase activity [GO:0045547]; polyprenyltransferase activity [GO:0002094]; prenyltransferase activity [GO:0004659]
P35197	reviewed	actin binding [GO:0003779]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
P36024	reviewed	identical protein binding [GO:0042802]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; protein phosphatase inhibitor activity [GO:0004864]
P36076	reviewed	identical protein binding [GO:0042802]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; purine nucleotide binding [GO:0017076]
P38353	reviewed	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]
P38694	reviewed	aldehyde dehydrogenase (NAD) activity [GO:0004029]
P39552	reviewed	
P40471	reviewed	1-acyl dihydroxyacetone phosphate reductase activity [GO:0102566]; acylglycerone-phosphate reductase activity [GO:0000140]; triglyceride lipase activity [GO:0004806]
P40540	reviewed	
P47069	reviewed	ATP binding [GO:0005524]; protein membrane anchor [GO:0043495]
P54781	reviewed	C-22 sterol desaturase activity [GO:0000249]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]
P54837	reviewed	
Q02201	reviewed	lipid binding [GO:0008289]; oxysterol binding [GO:0008142]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; phospholipid transporter activity [GO:0005548]; sterol binding [GO:0032934]; sterol transporter activity [GO:0015248]
Q02805	reviewed	ubiquitin protein ligase binding [GO:0031625]
Q03640	reviewed	calcium-dependent phospholipid binding [GO:0005544]; lipid binding [GO:0008289]; metal ion binding [GO:0046872]
Q03714	reviewed	identical protein binding [GO:0042802]; protein-containing complex scaffold activity [GO:0032947]
Q05359	reviewed	
Q08001	reviewed	sterol transporter activity [GO:0015248]
Q12116	reviewed	
Q99287	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P06208	reviewed	2-isopropylmalate synthase activity [GO:0003852]
P34234	reviewed	
Q12166	reviewed	2-isopropylmalate synthase activity [GO:0003852]
P06242	reviewed	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
P53124	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
Q08754	reviewed	
P07250	reviewed	ATP binding [GO:0005524]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440]; inositol-1,4,5-trisphosphate 6-kinase activity [GO:0000823]; inositol tetrakisphosphate 3-kinase activity [GO:0000824]; inositol tetrakisphosphate 6-kinase activity [GO:0000825]; metal ion binding [GO:0046872]; phosphatidylinositol 3-kinase activity [GO:0035004]; protein binding, bridging [GO:0030674]
P25620	reviewed	
P25630	reviewed	
P32857	reviewed	
P39517	reviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; chromatin binding [GO:0003682]; mRNA binding [GO:0003729]; translation regulator activity, nucleic acid binding [GO:0090079]
P39992	reviewed	
P43625	reviewed	
P53740	reviewed	aminophospholipid transmembrane transporter activity [GO:0015247]
Q12018	reviewed	DNA replication origin binding [GO:0003688]; protein binding, bridging [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]
Q12094	reviewed	transferase activity [GO:0016740]
P06244	reviewed	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]
P06245	reviewed	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; translation initiation factor binding [GO:0031369]
Q06251	reviewed	
P06367	reviewed	mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]
P06633	reviewed	imidazoleglycerol-phosphate dehydratase activity [GO:0004424]; metal ion binding [GO:0046872]
P06634	reviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA strand annealing activity [GO:0033592]; translation initiation factor activity [GO:0003743]
P24276	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; translation repressor activity, mRNA regulatory element binding [GO:0000900]
P24784	reviewed	ATP binding [GO:0005524]; RNA helicase activity [GO:0003724]; translation initiation factor activity [GO:0003743]
P39936	reviewed	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]
P50109	reviewed	
P53235	reviewed	ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]
P53741	reviewed	identical protein binding [GO:0042802]; mRNA binding [GO:0003729]
P06701	reviewed	chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; nucleosomal histone binding [GO:0031493]; nucleosome binding [GO:0031491]; single-stranded DNA binding [GO:0003697]
P06779	reviewed	
P46946	reviewed	double-stranded DNA binding [GO:0003690]; endodeoxyribonuclease activity [GO:0004520]; identical protein binding [GO:0042802]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
P53060	reviewed	
P06704	reviewed	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; structural constituent of cytoskeleton [GO:0005200]
P06738	reviewed	glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499]
Q02932	reviewed	nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]
P06773	reviewed	dCMP deaminase activity [GO:0004132]; zinc ion binding [GO:0008270]
P06774	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
P13434	reviewed	protein heterodimerization activity [GO:0046982]; sequence-specific DNA binding [GO:0043565]
P27637	reviewed	protein phosphatase regulator activity [GO:0019888]
P35198	reviewed	
Q02516	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; transcription factor binding [GO:0008134]
Q02794	reviewed	protein kinase activator activity [GO:0030295]
Q03790	reviewed	phospholipid binding [GO:0005543]; single-stranded DNA binding [GO:0003697]; structural constituent of nuclear pore [GO:0017056]
Q04868	reviewed	identical protein binding [GO:0042802]
