Entry	Status	Gene ontology (molecular function)
O14972	reviewed	protein transporter activity [GO:0008565]
O14974	reviewed	14-3-3 protein binding [GO:0071889]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]
Q12913	reviewed	beta-catenin binding [GO:0008013]; delta-catenin binding [GO:0070097]; gamma-catenin binding [GO:0045295]; mitogen-activated protein kinase binding [GO:0051019]; phosphatase activity [GO:0016791]; platelet-derived growth factor receptor binding [GO:0005161]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]
O14976	reviewed	ATP binding [GO:0005524]; chaperone binding [GO:0051087]; clathrin binding [GO:0030276]; cyclin binding [GO:0030332]; protein serine/threonine kinase activity [GO:0004674]
O15169	reviewed	armadillo repeat domain binding [GO:0070016]; beta-catenin binding [GO:0008013]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; I-SMAD binding [GO:0070411]; protein-containing complex scaffold activity [GO:0032947]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; receptor signaling complex scaffold activity [GO:0030159]; signaling adaptor activity [GO:0035591]; SMAD binding [GO:0046332]; ubiquitin protein ligase binding [GO:0031625]
O60763	reviewed	cadherin binding [GO:0045296]; protein transporter activity [GO:0008565]; RNA binding [GO:0003723]
O14977	reviewed	ornithine decarboxylase activator activity [GO:0042978]; ornithine decarboxylase activity [GO:0004586]
Q07666	reviewed	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; SH3/SH2 adaptor activity [GO:0005070]; SH3 domain binding [GO:0017124]
Q8N142	reviewed	actin filament binding [GO:0051015]; adenylosuccinate synthase activity [GO:0004019]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; phosphate ion binding [GO:0042301]; protein homodimerization activity [GO:0042803]
Q92887	reviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATPase-coupled anion transmembrane transporter activity [GO:0043225]; ATP binding [GO:0005524]; bilirubin transmembrane transporter activity [GO:0015127]; organic anion transmembrane transporter activity [GO:0008514]
Q9UMX2	reviewed	ornithine decarboxylase inhibitor activity [GO:0008073]; putrescine transmembrane transporter activity [GO:0015489]
P57086	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; transcription coactivator activity [GO:0003713]
Q8NBB4	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q9H686	unreviewed	nucleic acid binding [GO:0003676]
Q9NWQ4	reviewed	
Q9NWS9	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
Q9NZD8	reviewed	CD4 receptor binding [GO:0042609]
Q9NZG6	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
Q9UFF2	unreviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
Q9UMX1	reviewed	beta-catenin binding [GO:0008013]; protein kinase binding [GO:0019901]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
Q9Y4C2	reviewed	ion channel binding [GO:0044325]
O14980	reviewed	nuclear export signal receptor activity [GO:0005049]; protein domain specific binding [GO:0019904]; protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]; RNA binding [GO:0003723]; transporter activity [GO:0005215]
O43566	reviewed	GDP-dissociation inhibitor activity [GO:0005092]; G-protein alpha-subunit binding [GO:0001965]; GTPase activating protein binding [GO:0032794]; GTPase activator activity [GO:0005096]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; receptor signaling complex scaffold activity [GO:0030159]
P30304	reviewed	chaperone binding [GO:0051087]; phosphoprotein phosphatase activity [GO:0004721]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]
P38646	reviewed	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein binding involved in protein folding [GO:0044183]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
P80303	reviewed	calcium ion binding [GO:0005509]; DNA binding [GO:0003677]
Q02818	reviewed	calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; G-protein alpha-subunit binding [GO:0001965]
O14981	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; helicase activity [GO:0004386]
Q9NQM4	reviewed	chaperone binding [GO:0051087]
O14983	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium-transporting ATPase activity [GO:0005388]; protein homodimerization activity [GO:0042803]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]
O15014	reviewed	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
O15015	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q13976	reviewed	ATP binding [GO:0005524]; calcium channel regulator activity [GO:0005246]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q7Z589	reviewed	protein homodimerization activity [GO:0042803]
O15018	reviewed	
Q9ULB1	reviewed	acetylcholine receptor binding [GO:0033130]; calcium channel regulator activity [GO:0005246]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; neuroligin family protein binding [GO:0097109]; signaling receptor activity [GO:0038023]
O15020	reviewed	actin binding [GO:0003779]; cadherin binding [GO:0045296]; phospholipid binding [GO:0005543]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of synapse [GO:0098918]
O15021	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]
O15031	reviewed	semaphorin receptor activity [GO:0017154]
O15033	reviewed	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
P46109	reviewed	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; phosphotyrosine residue binding [GO:0001784]; RNA binding [GO:0003723]; SH3/SH2 adaptor activity [GO:0005070]
O15037	reviewed	RNA binding [GO:0003723]
O15042	reviewed	RNA binding [GO:0003723]
O60343	reviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
P52756	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
P98175	reviewed	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; miRNA binding [GO:0035198]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]
Q7Z3D7	unreviewed	metal ion binding [GO:0046872]; RNA binding [GO:0003723]
Q86XP3	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q8WYA6	reviewed	enzyme binding [GO:0019899]
Q96I25	reviewed	RNA binding [GO:0003723]
O15047	reviewed	beta-catenin binding [GO:0008013]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; RNA binding [GO:0003723]; transcription factor binding [GO:0008134]
P18428	reviewed	lipopeptide binding [GO:0071723]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; signaling receptor binding [GO:0005102]
O15049	reviewed	
O15054	reviewed	beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; dioxygenase activity [GO:0051213]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-K27 specific) [GO:0071558]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
O15056	reviewed	inositol-polyphosphate 5-phosphatase activity [GO:0004445]; phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity [GO:0052629]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]; phosphatidylinositol phosphate 4-phosphatase activity [GO:0034596]; RNA binding [GO:0003723]; SH3 domain binding [GO:0017124]
O15062	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
O15156	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enhancer sequence-specific DNA binding [GO:0001158]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
O43602	reviewed	microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]
P54829	reviewed	phosphotyrosine residue binding [GO:0001784]; protein tyrosine phosphatase activity [GO:0004725]
Q11203	reviewed	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity [GO:0003836]; N-acetyllactosaminide alpha-2,3-sialyltransferase activity [GO:0008118]; sialyltransferase activity [GO:0008373]
Q9NQC1	reviewed	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
Q9UH65	reviewed	ATP binding [GO:0005524]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]
O15066	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; intraciliary transport particle B binding [GO:0120170]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; Rho GTPase binding [GO:0017048]
O15068	reviewed	guanyl-nucleotide exchange factor activity [GO:0005085]; phosphatidylinositol binding [GO:0035091]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q13155	reviewed	protein-containing complex scaffold activity [GO:0032947]
Q9NRH1	reviewed	
O15069	reviewed	
P42677	reviewed	DNA binding [GO:0003677]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]
Q12851	reviewed	ATP binding [GO:0005524]; MAP kinase kinase kinase kinase activity [GO:0008349]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein serine/threonine kinase activity [GO:0004674]
Q6ZMM6	unreviewed	nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
O15078	reviewed	identical protein binding [GO:0042802]
Q9BUW7	reviewed	
O15084	reviewed	
O15120	reviewed	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]
O95271	reviewed	histone binding [GO:0042393]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; zinc ion binding [GO:0008270]
P20749	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein binding, bridging [GO:0030674]; transcription factor binding [GO:0008134]
P52179	reviewed	actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; muscle alpha-actinin binding [GO:0051371]; protein homodimerization activity [GO:0042803]; structural constituent of muscle [GO:0008307]
Q01484	reviewed	ATPase binding [GO:0051117]; enzyme binding [GO:0019899]; ion channel binding [GO:0044325]; protein binding, bridging [GO:0030674]; protein kinase binding [GO:0019901]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]
Q04721	reviewed	calcium ion binding [GO:0005509]; signaling receptor activity [GO:0038023]
Q04900	reviewed	
Q96RS0	reviewed	RNA methyltransferase activity [GO:0008173]; RNA trimethylguanosine synthase activity [GO:0071164]
Q9BZF9	reviewed	
Q9H2K2	reviewed	enzyme binding [GO:0019899]; metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]
Q9P2R3	reviewed	metal ion binding [GO:0046872]; phosphatidylinositol phosphate binding [GO:1901981]; Rab GTPase binding [GO:0017137]
Q9UM47	reviewed	cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; signaling receptor activity [GO:0038023]
Q9UPS8	reviewed	
V9HWG3	unreviewed	GTP binding [GO:0005525]; metal ion binding [GO:0046872]; protein domain specific binding [GO:0019904]; protein-glutamine gamma-glutamyltransferase activity [GO:0003810]
Q9BVT0	unreviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
O95625	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q15361	reviewed	DNA binding [GO:0003677]
Q59H97	unreviewed	nucleic acid binding [GO:0003676]
Q8NCP5	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q9BT81	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]; transcription regulatory region DNA binding [GO:0044212]
